,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Playoff,Location,Year,Conference
0,Spurs,82,240.9,47.0,94.4,0.498,0.6,2.5,0.252,46.4,91.9,0.505,24.7,30.8,0.801,14.1,30.7,44.7,28.4,9.4,4.1,19.4,25.6,119.4,True,San Antonio,1980,Western
1,Lakers,82,242.4,47.5,89.9,0.529,0.2,1.2,0.2,47.3,88.6,0.534,19.8,25.5,0.775,13.2,32.4,45.6,29.4,9.4,6.7,20.0,21.8,115.1,True,Los Angeles,1980,Western
2,Cavaliers,82,243.0,46.5,98.1,0.474,0.4,2.3,0.193,46.0,95.8,0.481,20.8,26.9,0.772,15.9,29.0,45.0,25.7,9.3,4.2,16.7,23.6,114.1,False,Cleveland,1980,Eastern
3,Knicks,82,241.2,46.4,93.6,0.496,0.5,2.3,0.22,45.9,91.2,0.503,20.7,27.7,0.747,15.1,28.1,43.2,27.6,10.7,5.6,19.7,26.4,114.0,False,New York,1980,Eastern
4,Celtics,82,242.4,44.1,90.1,0.49,2.0,5.1,0.384,42.1,84.9,0.496,23.3,29.9,0.779,15.0,30.0,44.9,26.8,9.9,3.8,18.8,24.1,113.5,True,Boston,1980,Eastern
5,Pacers,82,242.1,44.4,93.8,0.473,1.1,3.8,0.28,43.3,89.9,0.481,21.4,28.5,0.751,17.0,28.4,45.4,26.2,11.0,6.5,18.5,24.1,111.2,False,Indiana,1980,Eastern
6,Suns,82,240.9,43.5,88.2,0.493,0.8,3.4,0.243,42.7,84.8,0.504,23.2,30.1,0.773,13.1,30.0,43.0,27.8,11.1,4.2,19.9,22.6,111.1,True,Phoenix,1980,Western
7,Rockets,82,243.0,43.9,91.4,0.48,1.3,4.6,0.274,42.6,86.8,0.491,21.7,28.4,0.766,17.0,27.0,44.0,26.2,9.5,4.5,19.1,23.5,110.8,True,Houston,1980,Western
8,Bucks,82,241.5,44.9,92.1,0.488,0.6,1.9,0.323,44.3,90.2,0.491,19.6,25.6,0.764,15.2,29.2,44.4,27.8,9.5,6.2,18.2,23.6,110.1,True,Milwaukee,1980,Eastern
9,76ers,82,242.1,43.0,87.3,0.492,0.3,1.5,0.216,42.6,85.7,0.497,22.9,29.6,0.772,14.5,32.1,46.6,27.1,9.7,8.0,20.8,22.7,109.1,True,Philadelphia,1980,Eastern
10,Pistons,82,241.2,44.4,92.6,0.48,0.7,2.7,0.26,43.7,90.0,0.486,19.4,26.2,0.74,15.0,29.5,44.4,23.8,9.5,6.9,21.2,25.2,108.9,False,Detroit,1980,Eastern
13,Nuggets,82,241.8,42.2,91.1,0.463,1.0,3.1,0.325,41.2,88.0,0.468,22.8,31.0,0.737,16.0,30.8,46.8,25.4,9.1,4.9,18.7,23.4,108.3,False,Denver,1980,Western
16,Bulls,82,242.7,41.0,84.7,0.484,0.9,3.4,0.255,40.1,81.3,0.494,24.6,31.6,0.779,13.6,30.1,43.7,26.2,8.6,4.8,20.5,26.2,107.5,False,Chicago,1980,Eastern
17,Bullets,82,242.4,43.6,95.1,0.458,0.9,2.9,0.307,42.7,92.2,0.463,18.9,25.0,0.758,16.3,33.2,49.5,26.8,6.5,5.4,16.8,23.1,107.0,True,Washington,1980,Eastern
18,Hawks,82,241.2,39.8,85.7,0.464,0.2,0.9,0.173,39.6,84.8,0.467,24.9,32.3,0.771,16.7,29.3,46.0,23.3,9.5,6.6,18.2,28.0,104.5,True,Atlanta,1980,Eastern
19,Warriors,82,242.4,43.0,89.2,0.482,0.3,1.5,0.223,42.7,87.8,0.486,17.2,23.3,0.738,14.1,29.7,43.8,24.7,9.5,4.1,18.2,25.4,103.6,False,Golden State,1980,Western
20,Trail Blazers,82,241.2,41.6,87.4,0.476,0.3,1.6,0.197,41.2,85.8,0.481,19.0,25.6,0.743,15.8,29.4,45.2,23.1,8.6,5.8,18.9,23.9,102.5,True,Portland,1980,Western
21,Jazz,82,241.5,41.2,83.1,0.496,0.7,2.3,0.319,40.5,80.9,0.501,19.2,23.7,0.809,11.8,28.8,40.6,24.5,8.0,4.4,18.8,24.5,102.4,False,Utah,1980,Western
0,Nuggets,82,243.4,46.1,97.1,0.475,0.4,1.8,0.207,45.8,95.3,0.48,29.1,37.2,0.783,16.2,30.5,46.6,24.8,8.8,4.6,17.6,25.7,121.8,False,Denver,1981,Western
1,Bucks,82,240.9,45.4,91.1,0.498,0.4,1.6,0.229,45.0,89.5,0.503,22.0,28.5,0.77,15.4,29.4,44.7,28.3,10.5,6.5,19.3,26.8,113.1,True,Milwaukee,1981,Eastern
2,Spurs,82,241.5,43.5,88.7,0.491,0.2,1.0,0.176,43.4,87.7,0.495,25.0,32.5,0.769,15.9,31.5,47.4,25.0,8.4,7.8,18.7,25.8,112.3,True,San Antonio,1981,Western
3,76ers,82,242.1,44.3,86.3,0.514,0.2,1.0,0.226,44.1,85.2,0.518,22.7,29.6,0.768,13.3,31.9,45.2,28.9,10.5,7.2,20.8,25.1,111.7,True,Philadelphia,1981,Eastern
4,Lakers,82,241.5,46.1,90.0,0.512,0.2,1.1,0.181,45.9,88.9,0.516,18.8,25.8,0.729,14.2,30.4,44.6,28.8,9.9,6.7,19.0,23.8,111.2,True,Los Angeles,1981,Western
5,Trail Blazers,82,242.1,45.6,91.9,0.496,0.3,1.8,0.169,45.3,90.1,0.503,19.2,26.7,0.718,15.2,29.1,44.3,27.4,9.4,5.9,18.5,24.8,110.7,True,Portland,1981,Western
6,Suns,82,240.9,43.7,89.3,0.49,0.4,2.0,0.217,43.3,87.4,0.496,22.1,29.6,0.745,15.0,30.4,45.4,26.9,10.7,5.1,21.1,24.3,110.0,True,Phoenix,1981,Western
7,Celtics,82,241.2,43.7,86.6,0.504,0.8,2.9,0.27,42.9,83.6,0.513,21.7,28.9,0.752,14.1,29.6,43.6,26.9,8.3,7.2,19.2,24.3,109.9,True,Boston,1981,Eastern
